customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,age
ID4443,Male,0,Yes,Yes,27,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,118.13,3057.51,Yes,25.0
ID4444,Male,1,Yes,Yes,49,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),111.99,8530.66,Yes,73.0
ID4445,Female,0,No,No,34,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),107.63,2178.4,Yes,52.0
ID4446,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),38.12,2986.83,Yes,38.0
ID4447,Female,1,Yes,Yes,8,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,28.39,5612.98,Yes,43.0
ID4448,Male,0,No,Yes,23,No,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),116.42,2359.98,Yes,67.0
ID4449,Female,0,No,Yes,62,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),63.57,1882.61,Yes,23.0
ID4450,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,107.58,6445.68,No,22.0
ID4451,Female,1,No,No,55,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),68.69,7648.34,Yes,43.0
ID4452,Female,1,Yes,No,40,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),84.92,117.83,No,44.0
ID4453,Female,1,Yes,Yes,66,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),95.54,2882.74,No,73.0
ID4454,Female,1,No,Yes,47,No,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),73.47,99.61,No,80.0
ID4455,Male,1,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),113.71,4083.31,Yes,77.0
ID4456,Female,0,No,No,38,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),24.8,8871.28,Yes,54.0
ID4457,Male,0,Yes,No,24,Yes,No,No,No,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),103.49,3798.99,No,38.0
ID4458,Male,0,Yes,Yes,59,No,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,88.78,782.06,Yes,70.0
ID4459,Female,1,Yes,No,46,No,Yes,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),53.07,530.82,Yes,70.0
ID4460,Male,0,Yes,Yes,60,No,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,67.02,780.48,Yes,50.0
ID4461,Female,1,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),67.19,7546.34,Yes,
ID4462,,0,No,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.3,5521.48,No,63.0
ID4463,Male,1,Yes,Yes,51,No,No,No,No,No,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),73.52,7234.83,No,72.0
ID4464,Female,0,Yes,No,47,Yes,Yes,No,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),26.61,8223.07,Yes,70.0
ID4465,Male,1,Yes,Yes,31,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),71.61,2951.01,Yes,85.0
ID4466,Male,1,Yes,Yes,23,No,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),41.51,109.2,Yes,67.0
ID4467,Male,1,Yes,No,2,No,No phone service,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),103.36,1952.8,No,60.0
ID4468,Female,1,No,No,26,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),26.94,1382.34,No,37.0
ID4469,Female,0,Yes,No,72,No,No,No,No,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,49.5,932.29,No,39.0
ID4470,Female,0,No,Yes,39,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.86,7589.36,Yes,70.0
ID4471,,1,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,80.22,2540.23,Yes,52.0
ID4472,Male,1,Yes,No,6,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,1705.7,Yes,62.0
ID4473,Male,1,No,No,36,No,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),32.94,1831.1,Yes,22.0
ID4474,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,57.28,4747.42,No,21.0
ID4475,Male,1,Yes,No,21,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),88.11,420.92,No,32.0
ID4476,Male,1,No,No,16,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,57.38,3422.54,No,86.0
ID4477,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.08,5028.25,Yes,62.0
ID4478,Female,1,No,Yes,38,No,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,101.49,2785.97,Yes,89.0
ID4479,Female,1,No,No,35,Yes,No,No,No,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),38.74,8535.07,Yes,64.0
ID4480,Male,0,No,Yes,14,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Electronic check,53.65,5609.24,Yes,29.0
ID4481,Male,1,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Mailed check,44.05,3481.89,Yes,55.0
ID4482,Female,1,Yes,No,28,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),116.06,6611.68,No,56.0
ID4483,Female,0,No,No,59,No,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.63,7279.11,Yes,62.0
ID4484,Male,1,Yes,No,55,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,66.1,735.0,No,67.0
ID4485,Female,0,No,Yes,39,Yes,Yes,No,Yes,No,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),104.01,867.13,No,52.0
ID4486,Male,1,Yes,No,15,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),88.26,1762.68,No,78.0
ID4487,Male,1,No,Yes,32,No,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),55.69,3710.17,Yes,22.0
ID4488,Female,1,Yes,No,15,No,Yes,No,No,Yes,No,No,Yes,No,One year,No,Mailed check,40.93,3831.36,No,62.0
ID4489,Female,1,No,Yes,29,Yes,No,No,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,56.06,8538.63,No,55.0
ID4490,Male,1,Yes,Yes,65,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,71.82,1824.05,No,47.0
ID4491,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,40.0,8636.69,No,30.0
ID4492,Female,1,Yes,Yes,37,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),47.35,3661.93,No,32.0
ID4493,Female,1,No,No,50,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.68,392.45,Yes,55.0
ID4494,Female,0,Yes,No,59,No,No phone service,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.43,3246.31,No,65.0
ID4495,Female,0,Yes,Yes,17,No,Yes,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.61,8828.33,No,
ID4496,Male,1,No,Yes,4,No,No phone service,DSL,No internet service,Yes,No,No,Yes,No,One year,No,Credit card (automatic),116.96,1645.23,No,25.0
ID4497,Male,0,Yes,Yes,39,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.51,1722.84,No,29.0
ID4498,Male,1,Yes,No,5,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),111.17,8275.04,Yes,36.0
ID4499,Male,0,Yes,No,11,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),47.43,23.85,No,81.0
ID4500,Female,0,Yes,No,11,No,No,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,93.56,8070.09,Yes,21.0
ID4501,Female,1,No,No,72,No,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,119.84,8416.62,No,19.0
ID4502,Male,0,Yes,No,21,No,No,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,103.36,4501.42,No,81.0
ID4503,Male,1,Yes,No,48,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),67.53,7750.9,No,88.0
ID4504,Female,0,No,Yes,49,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),32.46,946.25,Yes,20.0
ID4505,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,116.63,3898.96,Yes,89.0
ID4506,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),92.07,8210.77,Yes,26.0
ID4507,Male,1,Yes,No,2,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),103.8,4643.49,Yes,38.0
ID4508,Female,1,No,No,15,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),77.28,5780.39,Yes,73.0
ID4509,Female,0,Yes,Yes,13,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Mailed check,67.83,1485.24,Yes,82.0
ID4510,Male,1,No,Yes,63,No,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),27.84,7609.45,Yes,83.0
ID4511,Male,1,No,Yes,40,No,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.2,2336.1,Yes,79.0
ID4512,Male,1,No,No,67,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,78.21,7059.19,Yes,76.0
ID4513,Female,0,Yes,No,58,No,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),38.88,7546.94,No,61.0
ID4514,Female,1,No,No,1,No,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,87.49,8524.7,No,26.0
ID4515,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,115.71,7174.11,Yes,29.0
ID4516,Female,0,No,No,25,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),55.59,4675.92,Yes,59.0
ID4517,Female,0,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),93.7,2434.73,No,47.0
ID4518,Male,0,No,Yes,27,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,111.13,3673.9,No,44.0
ID4519,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.37,224.38,No,75.0
ID4520,Female,1,Yes,No,65,No,Yes,No,No,Yes,No,No,No,No,One year,No,Electronic check,28.39,8044.06,Yes,72.0
ID4521,Female,1,No,Yes,15,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,87.74,3213.12,No,73.0
ID4522,Female,0,No,No,56,Yes,Yes,No,No,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),50.26,7740.31,Yes,40.0
ID4523,Female,1,No,No,22,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,110.29,669.34,No,44.0
ID4524,Female,1,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,37.08,607.68,No,70.0
ID4525,Male,1,No,No,20,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),42.25,4355.8,Yes,30.0
ID4526,Female,1,No,Yes,24,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),69.19,5728.3,Yes,58.0
ID4527,Female,1,No,Yes,57,No,Yes,No,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),53.05,3724.44,No,34.0
ID4528,Female,1,No,No,36,Yes,No,No,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,55.94,3802.51,No,57.0
ID4529,Male,1,Yes,Yes,48,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.45,2524.52,No,79.0
ID4530,Male,0,No,No,14,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),34.38,7878.06,Yes,33.0
ID4531,Male,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),29.59,1369.66,No,24.0
ID4532,Male,0,No,Yes,66,No,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,39.29,1593.94,No,66.0
ID4533,Male,1,Yes,Yes,3,No,Yes,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,73.41,1287.25,Yes,78.0
ID4534,Female,1,Yes,Yes,46,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),60.13,5343.74,Yes,27.0
ID4535,Female,0,No,No,49,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,86.4,2720.74,No,82.0
ID4536,Male,1,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,No,Credit card (automatic),89.31,5256.73,Yes,58.0
ID4537,Female,1,Yes,No,61,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.04,7626.56,No,21.0
ID4538,Male,0,No,No,66,No,No phone service,No,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,42.72,6274.55,Yes,54.0
ID4539,Male,0,No,No,71,No,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,82.23,7783.34,Yes,36.0
ID4540,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.3,7243.51,Yes,60.0
ID4541,Female,1,Yes,No,57,No,No,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),83.76,517.19,No,55.0
ID4542,Male,1,No,Yes,51,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,44.91,6365.43,No,41.0
ID4543,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,118.85,2563.62,No,82.0
ID4544,Male,0,No,No,45,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,118.73,275.64,No,66.0
ID4545,Female,0,No,Yes,24,No,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Mailed check,107.88,46.5,No,65.0
ID4546,Male,1,Yes,No,24,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),43.82,5078.33,Yes,30.0
ID4547,Female,0,Yes,No,34,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,95.27,4951.77,Yes,64.0
ID4548,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),32.55,3751.66,Yes,38.0
ID4549,Female,1,No,No,14,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,111.7,4378.03,Yes,26.0
ID4550,Female,0,No,Yes,34,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,42.4,3762.8,Yes,85.0
ID4551,Male,0,No,No,28,No,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),64.1,4166.32,No,42.0
ID4552,Male,0,Yes,No,37,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,84.36,4209.89,Yes,45.0
ID4553,Female,1,Yes,Yes,68,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),56.63,5556.68,No,22.0
ID4554,Male,1,Yes,Yes,23,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),43.86,5319.3,No,55.0
ID4555,Female,0,Yes,No,18,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),99.29,8307.7,No,45.0
ID4556,Female,1,No,No,45,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,101.25,6241.64,Yes,50.0
ID4557,Female,1,Yes,Yes,48,Yes,No,No,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),67.72,7406.01,No,65.0
ID4558,Female,1,Yes,No,43,No,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.89,4789.47,No,81.0
ID4559,,0,No,Yes,72,No,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.94,6568.43,Yes,24.0
ID4560,Female,1,No,Yes,25,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,110.0,4733.88,No,25.0
ID4561,Male,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,100.38,4742.72,Yes,
ID4562,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,76.13,8033.06,No,25.0
ID4563,Male,1,Yes,No,35,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,25.97,808.41,No,20.0
ID4564,Male,0,Yes,No,13,No,No,No,No,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,111.92,5474.98,No,21.0
ID4565,Female,1,Yes,Yes,55,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,110.86,343.03,No,37.0
ID4566,Male,1,Yes,No,5,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),45.61,2113.03,Yes,80.0
ID4567,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.66,4552.19,No,87.0
ID4568,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,No,Electronic check,57.37,4196.76,Yes,21.0
ID4569,Female,1,No,No,14,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Two year,Yes,Electronic check,42.0,118.21,No,38.0
ID4570,Female,1,No,No,48,No,No,DSL,No,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),21.07,6980.21,No,60.0
ID4571,Female,1,Yes,Yes,55,No,Yes,No,No internet service,Yes,No,No,No,Yes,Two year,No,Mailed check,56.51,769.45,Yes,68.0
ID4572,Male,1,Yes,No,36,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),41.1,4884.2,Yes,34.0
ID4573,Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Mailed check,22.37,3623.77,Yes,21.0
ID4574,Female,0,Yes,No,57,No,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,72.67,4701.73,No,49.0
ID4575,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.25,2285.1,No,46.0
ID4576,Male,1,Yes,No,10,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.88,1225.29,No,67.0
ID4577,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),61.83,946.4,No,58.0
ID4578,Female,0,Yes,No,1,Yes,No phone service,No,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.13,1921.07,No,54.0
ID4579,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,No,Electronic check,57.6,7347.0,No,63.0
ID4580,Female,0,No,Yes,65,No,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,77.39,3699.37,Yes,27.0
ID4581,Male,1,Yes,Yes,16,Yes,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),103.4,5434.07,Yes,40.0
ID4582,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),86.93,6359.29,Yes,21.0
ID4583,Female,0,Yes,Yes,13,No,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,31.06,1485.51,Yes,75.0
ID4584,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,76.7,2222.07,Yes,73.0
ID4585,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),96.89,8314.06,Yes,66.0
ID4586,Male,1,No,Yes,65,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),51.11,7070.58,No,43.0
ID4587,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,82.8,489.66,No,60.0
ID4588,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,20.04,2575.52,No,63.0
ID4589,Female,1,Yes,No,30,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),113.97,5239.5,Yes,45.0
ID4590,Female,1,No,Yes,3,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,46.77,5291.95,No,26.0
ID4591,Male,1,No,No,57,No,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),110.6,2095.56,No,22.0
ID4592,Female,1,Yes,No,55,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,No,Mailed check,41.67,8923.0,No,37.0
ID4593,Male,0,No,Yes,52,No,Yes,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,109.62,5532.38,No,58.0
ID4594,Male,1,Yes,Yes,42,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),75.46,7484.89,Yes,80.0
ID4595,Female,1,Yes,No,48,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),38.25,3701.55,Yes,71.0
ID4596,Female,0,No,No,59,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,51.92,1408.36,Yes,61.0
ID4597,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.99,2798.18,Yes,57.0
ID4598,Male,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,115.28,7583.04,No,21.0
ID4599,Male,0,No,No,59,Yes,No phone service,No,No,No,No,Yes,No,No,Two year,Yes,Mailed check,107.65,4290.39,No,85.0
ID4600,Male,1,No,No,46,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),107.15,3802.25,Yes,43.0
ID4601,Female,0,No,Yes,14,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,No,Electronic check,20.43,1575.24,No,18.0
ID4602,Female,1,No,No,62,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.84,2363.15,Yes,71.0
ID4603,Male,1,Yes,Yes,27,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.7,8879.44,No,51.0
ID4604,Female,0,Yes,Yes,19,No,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,23.52,4967.09,No,22.0
ID4605,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,89.41,5010.97,Yes,45.0
ID4606,Female,1,Yes,Yes,32,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),70.11,4234.09,No,34.0
ID4607,Male,1,Yes,No,35,Yes,Yes,No,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,99.04,2755.06,Yes,39.0
ID4608,Female,0,Yes,Yes,12,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,46.08,5134.92,Yes,63.0
ID4609,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.22,8076.88,No,58.0
ID4610,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,49.67,2335.27,Yes,63.0
